City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
687,Aswan,EG,24.0934,32.907,81.7,29,0,8.05,clear sky
688,Pochutla,MX,15.7432,-96.4661,75.81,55,50,1.48,scattered clouds
689,Awjilah,LY,29.1081,21.2869,76.75,28,0,7.61,clear sky
690,Scarborough,GB,54.2797,-0.4044,35.33,90,100,1.99,overcast clouds
691,Guarapari,BR,-20.6667,-40.4975,80.89,78,49,9.64,scattered clouds
692,Vanimo,PG,-2.6741,141.3028,76.82,89,100,5.32,light rain
693,Cruz Do Espirito Santo,BR,-7.14,-35.0864,88.36,55,40,11.5,scattered clouds
694,Kailua,US,21.4022,-157.7394,69.44,88,100,3.0,moderate rain
695,Grand Gaube,MU,-20.0064,57.6608,81.0,66,11,3.0,few clouds
696,Libertador General San Martin,AR,-23.8064,-64.7876,83.7,41,92,2.57,overcast clouds
697,Sovetskiy,RU,61.3614,63.5842,9.66,93,100,6.91,overcast clouds
698,Sabha,LY,27.0377,14.4283,78.66,19,0,6.15,clear sky
699,Fallon,US,39.4735,-118.7774,28.92,84,75,3.44,broken clouds
700,Sedkyrkeshch,RU,61.75,50.9167,21.47,93,100,11.18,light snow
701,Kutum,SD,14.2,24.6667,75.56,14,72,7.99,broken clouds
702,Alice Springs,AU,-23.7,133.8833,69.35,24,100,9.22,overcast clouds
703,Guatire,VE,10.4762,-66.5427,85.69,63,27,6.53,scattered clouds
